7 4 61
   0.4955243850983661E-02   0.3221557438053959E+01   0.0000000000000000E+00
   0.5948511882002843E-02   0.3864510578695415E+01  -0.1136160504284885E-03
   0.1535891024624297E-02   0.6141812995599688E+01  -0.2463636671824243E-04
  -0.1497345442720214E-03   0.2900871546698053E+01  -0.1671346196601068E-02
  -0.4911846033201391E-04   0.2378723163095456E+01  -0.7542188416946162E-03
   0.2189031408512060E-04   0.4386658962298012E+01  -0.1030743405334940E-02
   0.1496627946379793E-04   0.3543824687339509E+01  -0.1784962247029556E-02
   0.1404188064697451E-04   0.4704548799239854E+01   0.8139193758498604E-02
  -0.1314294835383983E-04   0.3342362195092817E+01   0.8035113044779626E-03
   0.8389523097875214E-05   0.1097194294156252E+01  -0.1148188615170074E-01
   0.7467530692297956E-05   0.1856574779492858E+01   0.1629085132118349E-03
  -0.4916203322979170E-05   0.5243537384647577E+01   0.9862014897670330E-01
   0.4509531977488889E-05   0.3021676303736911E+01  -0.8678348921231047E-03
  -0.4145588215282021E-05   0.6235691297937791E+00  -0.1760325880311314E-02
   0.3839542395242535E-05   0.2485483772743252E+01  -0.9884738107756028E-01
   0.3566024262476873E-05   0.2060833326153614E+01  -0.9924156005528160E-02
   0.3030592492776347E-05   0.4279898352650216E+01   0.9706241883053072E-01
  -0.2682452719829683E-05   0.3743705821656556E+01  -0.9171273549064512E-03
  -0.2004460730134680E-05   0.1521844740745890E+01  -0.1004051112237328E+00
  -0.1562250771899869E-05   0.5347501939881310E+01   0.8025577708070115E-02
  -0.1398643272650284E-05   0.2499527920134314E+01   0.4929246278334639E-04
   0.1255563077270305E-05   0.2699409054451362E+01   0.9171273549064512E-03
  -0.1272802367749216E-05   0.1014207461911818E+00  -0.8431985254048623E-03
   0.1221711462471724E-05   0.2250407446020733E+00   0.1794973371359828E-01
  -0.1189056338328650E-05   0.3325521993287691E+01  -0.9059457126863318E-01
  -0.1121833101144503E-05   0.2476221100108415E+01   0.8725187887543105E-01
   0.1116583047991100E-05   0.6083575605192015E+01   0.1068729587856304E+00
  -0.8876506818660424E-06   0.1740147434797708E+01  -0.1159550220212923E-01
   0.8288384247459950E-06   0.6001352795383670E+01  -0.1102156511788325E+00
   0.8308837128254335E-06   0.5750459105536549E+00  -0.1056475879679429E-01
   0.7816180007614254E-06   0.4507463719336871E+01  -0.2272321008569770E-03
  -0.7628434629767395E-06   0.3439860132105777E+01   0.8880960902160362E-01
   0.7436509468905391E-06   0.1188679776599435E+01   0.1950746385977086E-01
  -0.7276927363562636E-06   0.2571560736118137E+00  -0.1973469596062783E-01
   0.7144299265706248E-06   0.3807760720227052E+00  -0.9417637216246936E-03
   0.6925549696724206E-06   0.4182400415637256E+01   0.9056321113405056E-02
   0.6584378044173228E-06   0.3423019930300651E+01  -0.2588473551507519E-02
  -0.6290271131270627E-06   0.6190336214839812E+01   0.8779796549764733E-02
  -0.5558619276909469E-06   0.5576702348794032E+01  -0.2129242610680041E-01
   0.5420684261778156E-06   0.4600584244006122E+01   0.9873376502713178E-01
  -0.4533375266393237E-06   0.2582981709756212E+01  -0.1084128336043461E-01
  -0.4241248416918695E-06   0.1842530632101796E+01  -0.9873376502713178E-01
   0.4217192739334928E-06   0.3757749969047618E+01   0.9797954618543716E-01
   0.4270467112203478E-06   0.2427246382335581E+01   0.8050214074788358E-02
  -0.4111285058745586E-06   0.1417880185512158E+01  -0.9810539955099672E-02
   0.3911603306295834E-06   0.1538684942551017E+01  -0.9007028650621710E-02
   0.3588448340600037E-06   0.4289161025285053E+01  -0.8903684112246060E-01
  -0.3517973623230076E-06   0.5619664611997091E+01   0.8924909881882087E-03
   0.3148398194156444E-05   0.1106456966791090E+01  -0.1975811461046921E+00
  -0.2169784851229061E-05   0.3393788834201592E+00   0.1973539140038351E+00
   0.1834573960516513E-05   0.5658925158602377E+01   0.1957961838576625E+00
   0.1780425037193046E-05   0.6010615468018507E+01  -0.2963149111318239E+00
  -0.9122789187630200E-05   0.1250154422359160E+01  -0.1167962290513110E-02
  -0.2465654101797190E-04   0.3971733977579580E+01  -0.5839811452565560E-03
   0.2465654101797190E-04   0.2471459656779580E+01   0.5839811452565560E-03
   0.9485688859717310E-05   0.5943176372400000E+01   0.5839811452565560E-03
   0.3982965022125390E-05   0.4559457126137000E+01   0.1281578356513110E-02
   0.3661001499550570E-05   0.5193078030179580E+01   0.1167962290513110E-02
   0.1144957852083430E-05   0.2298212701509000E+01   0.1192598652513110E-02
  -0.1609132692775700E-03   0.5193039212000000E+01   0.1167962290513110E-02
  -0.2213337603547740E-04   0.4442902051600000E+01   0.1751943435769670E-02
