8 1 100 1
    1   0.4931880677088688E-03   0.3141592653589793E+01   0.0000000000000000E+00  0  0  0  0  0  0  0  0
    2   0.1422582505896866E-02   0.1629074651441286E+01   0.1149955249555075E+03  0  0  0  0  0  1  0 -1
    3   0.1282760621734726E-04   0.2948174134620363E+01   0.1149974504991001E+03  0  0  0  0  0  1  0 -1
    4   0.1173808537373678E-04   0.3099779317070623E+00   0.1149935994119150E+03  0  0  0  0  0  1  0 -1
    5   0.8613770793559659E-06   0.4998444131476766E+01   0.1150044561951028E+03  0  0  0  0  0  1  0 -1
    6   0.4431013807987148E-06   0.5376468530544894E+00   0.1150025306515103E+03  0  0  0  0  0  1  0 -1
    7   0.1039093910223160E-03   0.3603730645243327E+01   0.5743044643283454E+02  0  0  0  0  0  0  0  2
    8   0.1318221383295526E-04   0.3603627895388855E+01   0.5743044643283454E+02  0  0  0  0  0  0  0  2
    9   0.6634921396309160E-05   0.1781167344645605E+01   0.5743237197642707E+02  0  0  0  0  0  0  0  2
   10   0.2219668063709623E-05   0.2284631982621601E+01   0.5742852088924202E+02  0  0  0  0  0  0  0  2
   11   0.2219668063709623E-05   0.4922829307865055E+01   0.5743237197642707E+02  0  0  0  0  0  0  0  2
   12   0.7061098947712363E-06   0.1781063076666148E+01   0.5743237197642707E+02  0  0  0  0  0  0  0  2
   13   0.6897439873031985E-06   0.3603531212414229E+01   0.5743044643283454E+02  0  0  0  0  0  0  0  2
   14   0.4815890873838023E-04   0.4857380043863779E+01   0.8606897731627176E+02  0  0  0  0  0  1  0 -2
   15   0.2261000099791683E-05   0.4144773749632801E+01   0.8607593648974211E+02  0  0  0  0  0  1  0 -2
   16   0.1539010606612464E-05   0.1349751065508437E+01   0.8606502793461998E+02  0  0  0  0  0  1  0 -2
   17   0.1205192931267955E-05   0.2446685865249762E-01   0.8606310239102744E+02  0  0  0  0  0  1  0 -2
   18   0.1049405056557275E-05   0.6205868207753926E+01   0.8607090285986429E+02  0  0  0  0  0  1  0 -2
   19   0.6346855400965112E-06   0.4208242392372787E+01   0.8649162617477570E+02  0  0  0  0  0  1  0 -2
   20   0.5125234375859194E-06   0.6347454751688458E+00   0.8606700262544587E+02  0  0  0  0  0  1  0 -2
   21   0.3791140650423246E-04   0.3877892946988424E+01   0.2589106383767805E+03  0  0  0  0  0  2  0 -1
   22   0.3479701758905445E-04   0.2913621055460106E+01   0.4790807978427668E+03  0  0  0  0  1  0  0 -1
   23   0.2109797808204992E-04   0.6169137529926802E+01   0.2892654763923579E+02  0  0  0  0  0  0  0  1
   24   0.1178034971556374E-04   0.3767316688774966E+01   0.2891958846576544E+02  0  0  0  0  0  0  0  1
   25   0.1260892982792229E-05   0.2865370330929173E+00   0.2893049702088756E+02  0  0  0  0  0  0  0  1
   26   0.1105411287499222E-05   0.3428232110024022E+01   0.2893049702088756E+02  0  0  0  0  0  0  0  1
   27   0.7170812904592723E-06   0.3420913120960960E+01   0.2893049702088756E+02  0  0  0  0  0  0  0  1
   28   0.6488168332435312E-06   0.4747272264327228E+01   0.2893242256448008E+02  0  0  0  0  0  0  0  1
   29   0.5615646064758847E-06   0.4746191819098314E+01   0.2893242256448008E+02  0  0  0  0  0  0  0  1
   30   0.2035144206960700E-04   0.2388622882333127E+01   0.5721714731919014E+02  0  0  0  0  0  0  0  2
   31   0.2926604917703857E-05   0.2388520458991813E+01   0.5721714731919014E+02  0  0  0  0  0  0  0  2
   32   0.1506081447204865E-05   0.5660579539606869E+00   0.5721907286278267E+02  0  0  0  0  0  0  0  2
   33   0.1870537893668915E-04   0.4970065340019012E+01   0.8095823480294860E+03  0  0  0  1  0  0  0 -1
   34   0.1638556362699022E-04   0.3120590560712127E+01   0.1728544951592234E+03  0  0  0  0  0  1  0  1
   35   0.1529823976752019E-04   0.4943058008729855E+01   0.1728525696156309E+03  0  0  0  0  0  1  0  1
   36   0.4393561481041129E-05   0.1297974022507647E+01   0.1728564207028159E+03  0  0  0  0  0  1  0  1
   37   0.5965719593399348E-06   0.5170692394242208E+01   0.1728615008552262E+03  0  0  0  0  0  1  0  1
   38   0.1557003369506093E-04   0.3258149248363778E+01   0.2299910499110151E+03  0  0  0  0  0  2  0 -2
   39   0.1199902334914149E-05   0.8563423202419649E+00   0.2299840907375447E+03  0  0  0  0  0  2  0 -2
   40   0.1228186282641710E-04   0.1724889079832807E+00   0.5785704466012334E+02  0  0  0  0  0  0  0  2
   41   0.1176258023998037E-04   0.3314184332779403E+01   0.5785704466012334E+02  0  0  0  0  0  0  0  2
   42   0.6557351705394024E-05   0.1491516764202223E+01   0.5785897020371587E+02  0  0  0  0  0  0  0  2
   43   0.6405368264798522E-05   0.3313984899950305E+01   0.5785704466012334E+02  0  0  0  0  0  0  0  2
   44   0.6172682903699512E-05   0.4633213794765795E+01   0.5785897020371587E+02  0  0  0  0  0  0  0  2
   45   0.1849113934605446E-05   0.5952077755114058E+01   0.5786089574730840E+02  0  0  0  0  0  0  0  2
   46   0.7233685566797959E-06   0.5117268855773154E+00   0.5784613610500123E+02  0  0  0  0  0  0  0  2
   47   0.6553814036784504E-06   0.2913580261178442E+01   0.5785309527847157E+02  0  0  0  0  0  0  0  2
   48   0.1129835111020686E-04   0.1931391320176082E+01   0.1186735406726115E+04  0  0  1  0  0  0  0 -1
   49   0.8894451926405188E-05   0.3717778422487947E+01   0.2850389879359876E+02  0  0  0  0  0  0  0  1
   50   0.1279765155817002E-05   0.3717675999146635E+01   0.2850389879359876E+02  0  0  0  0  0  0  0  1
   51   0.6585278743116177E-06   0.1895225923201359E+01   0.2850582433719129E+02  0  0  0  0  0  0  0  1
   52   0.4329731043745186E-05   0.1745631218955876E+01   0.3449865748665226E+03  0  0  0  0  0  3  0 -3
   53   0.3599154632304914E-05   0.2775939218332986E+01   0.7165405266799226E+00  0  0  0  0  0 -1  0  5
   54   0.3515734994495499E-05   0.4598407354081068E+01   0.7146149830873946E+00  0  0  0  0  0 -1  0  5
   55   0.3478141777876746E-05   0.3176429222382267E+01   0.7204899083316938E+00  0  0  0  0  0 -1  0  5
   56   0.2665836454376912E-05   0.1353906429920962E+01   0.7224154519242219E+00  0  0  0  0  0 -1  0  5
   57   0.2424687512275475E-05   0.3741587517563335E+00   0.7095813532095739E+00  0  0  0  0  0 -1  0  5
   58   0.2368323695654563E-05   0.2196618138085234E+01   0.7076558096170459E+00  0  0  0  0  0 -1  0  5
   59   0.1730312424825915E-05   0.4998916170228774E+01   0.7185643647391657E+00  0  0  0  0  0 -1  0  5
   60   0.9236794241568811E-06   0.9533149020652341E+00   0.7184660702724507E+00  0  0  0  0  0 -1  0  5
   61   0.9101734358180643E-06   0.5814438133970226E+01   0.7243409955167499E+00  0  0  0  0  0 -1  0  5
   62   0.6223980017737441E-06   0.4834746214664873E+01   0.7115068968021020E+00  0  0  0  0  0 -1  0  5
   63   0.5354701955778437E-06   0.1796193334454873E+01   0.7037064279652747E+00  0  0  0  0  0 -1  0  5
   64   0.5065090050950890E-06   0.4255501070028474E+01   0.7026221797392250E+00  0  0  0  0  0 -1  0  5
   65   0.4946872838108632E-06   0.6077953687111643E+01   0.7006966361466970E+00  0  0  0  0  0 -1  0  5
   66   0.3458158840283551E-05   0.3480902144089144E+00   0.8635699407207032E+02  0  0  0  0  0  0  0  3
   67   0.3397716237243428E-05   0.1677245754563736E+01   0.5764374554647894E+02  0  0  0  0  0  0  0  2
   68   0.1244982526944973E-05   0.5240566800117683E+01   0.5764374554647894E+02  0  0  0  0  0  0  0  2
   69   0.1091462762348523E-05   0.2099076569869200E+01   0.5764374554647894E+02  0  0  0  0  0  0  0  2
   70   0.6406895152069824E-06   0.3418104295086557E+01   0.5764567109007147E+02  0  0  0  0  0  0  0  2
   71   0.3248586724047530E-05   0.1173515119422923E+01   0.5700384820554574E+02  0  0  0  0  0  0  0  2
   72   0.2861462370993798E-05   0.2306043720186055E+00   0.2010645022717792E+03  0  0  0  0  0  2  0 -3
   73   0.1182264841666031E-05   0.2632429282009304E+01   0.2010714614452496E+03  0  0  0  0  0  2  0 -3
   74   0.2055029475492061E-05   0.2502670659577745E+01   0.2829059967995436E+02  0  0  0  0  0  0  0  1
   75   0.1822472901105999E-05   0.1375578599796670E+00   0.5713655475179166E+02  0  0  0  0  0  1  0 -3
   76   0.1780232418309521E-05   0.4598275031411171E+01   0.5713848029538418E+02  0  0  0  0  0  1  0 -3
   77   0.1648047287035982E-05   0.1857191416947010E+01   0.5714242967703596E+02  0  0  0  0  0  1  0 -3
   78   0.7820099241529981E-06   0.1117332070337260E+01   0.5714938885050630E+02  0  0  0  0  0  1  0 -3
   79   0.4677155865229010E-06   0.1960182176247418E+01   0.5713462920819913E+02  0  0  0  0  0  1  0 -3
   80   0.1430384079869284E-05   0.2331131895479707E+00   0.4599820998220301E+03  0  0  0  0  0  4  0 -4
   81   0.1235836620763296E-05   0.1387597018758499E+01   0.5807034377376775E+02  0  0  0  0  0  0  0  2
   82   0.1083444644978050E-05   0.4529292095689605E+01   0.5807034377376775E+02  0  0  0  0  0  0  0  2
   83   0.6359828738920669E-06   0.5848319820906959E+01   0.5807226931736027E+02  0  0  0  0  0  0  0  2
   84   0.1228324287730070E-05   0.6138699763037207E+01   0.4028257517980534E+03  0  0  0  0  0  3  0 -1
   85   0.1080732052994442E-05   0.6169261486294519E+01   0.4501542502035310E+03  0  0  0  0  1  0  0 -2
   86   0.9898839492003675E-06   0.5001271649790288E+01   0.3160600272272868E+03  0  0  0  0  0  3  0 -4
   87   0.8563952066234920E-06   0.3157716115970889E+01   0.2406215774107413E+04  1  0  0  0  0  0  0 -1
   88   0.8163925621658264E-06   0.3775239311342985E+01   0.1645938776167635E+04  0  1  0  0  0  0  0 -1
   89   0.7902043182815145E-06   0.6166128250563959E+01   0.5828364288741214E+02  0  0  0  0  0  0  0  2
   90   0.6957733951844473E-06   0.1201970451738299E+01   0.5828556843100467E+02  0  0  0  0  0  0  0  2
   91   0.6796470625999134E-06   0.3024438587486380E+01   0.5828364288741214E+02  0  0  0  0  0  0  0  2
   92   0.7283955691107278E-06   0.3393198290814080E+01   0.2821000711255587E+02  0  0  0  0  0  1  0 -4
   93   0.7115131339933769E-06   0.1570730155065997E+01   0.2821193265614840E+02  0  0  0  0  0  1  0 -4
   94   0.6748302380368017E-06   0.5416167758678300E+01   0.8614369495842593E+02  0  0  0  0  0  0  0  3
   95   0.5801464486513693E-06   0.4405137819662329E+01   0.5369397680464826E+03  0  0  0  0  1  0  0  1
   96   0.5667000670514980E-06   0.6227605955410412E+01   0.5369378425028901E+03  0  0  0  0  1  0  0  1
   97   0.5703165858434648E-06   0.5375403960487173E+01   0.3167696085804964E+03  0  0  0  0  0  2  0  1
   98   0.5570980365205931E-06   0.9146867890556700E+00   0.3167676830369039E+03  0  0  0  0  0  2  0  1
   99   0.5433130776641635E-06   0.1942520463673839E+01   0.7806558003902502E+03  0  0  0  1  0  0  0 -2
  100   0.4421327735883800E-06   0.5003780467319657E+01   0.5749776247775377E+03  0  0  0  0  0  5  0 -5
