6 4 22 0
    1   0.5602364095311453E-02   0.3221498291239513E+01   0.0000000000000000E+00  0  0  0  0  0  0  0  0
    2   0.2789942947721349E-02   0.6204694901726296E+01  -0.8931239595284827E-02  0  0  0  0  0  0  0  0
    3   0.1312363309291625E-03   0.5044269214427242E+01  -0.1925543592528062E-02  0  0  0  0  0  0  0  0
    4   0.1125670790406430E-03   0.6084205141557698E+01   0.4265982401557260E+00  0  0  0  0  0  0  0  0
    5   0.1916668518784865E-04   0.5094974746907165E+01  -0.2132991200778630E+00  0  0  0  0  0  0  0  0
    6   0.1497943297409488E-04   0.1070503341744811E+01   0.6398973602335890E+00  0  0  0  0  0  0  0  0
    7   0.1144622908335464E-04   0.4298020835227772E+01   0.2132991200778630E+00  0  0  0  0  0  0  0  0
    8   0.1105889373330841E-04   0.3817225181469991E+01  -0.6831187836279569E-02  0  0  0  0  0  0  0  0
    9   0.9469793088277916E-05   0.3725645429506557E+01  -0.3851087185056125E-02  0  0  0  0  0  0  0  0
   10   0.6878606841089768E-05   0.4544829611068419E+01   0.1925543592528062E-02  0  0  0  0  0  0  0  0
   11   0.6072279735075281E-05   0.3088021134790829E+00  -0.4265982401557260E+00  0  0  0  0  0  0  0  0
   12   0.3672628251015072E-05   0.5291779482141999E+01   0.1786772859246875E-01  0  0  0  0  0  0  0  0
   13   0.3001306766151942E-05   0.2631624338898295E+00   0.8931239595284827E-02  0  0  0  0  0  0  0  0
   14   0.2508038681269874E-05   0.5838193085927095E+01  -0.1754676234867099E+00  0  0  0  0  0  0  0  0
   15   0.2453965972048404E-05   0.4844097342411929E+01  -0.1085678318781289E-01  0  0  0  0  0  0  0  0
   16   0.1777443612458054E-05   0.1373143790052677E+00   0.1102063824754091E+00  0  0  0  0  0  0  0  0
   17   0.1638627359387858E-05   0.2338023546843110E+01   0.8531964803114520E+00  0  0  0  0  0  0  0  0
   18   0.1619813827555800E-05   0.3201683403167966E+01   0.4197670523194464E+00  0  0  0  0  0  0  0  0
   19   0.1585471208377748E-05   0.5833093965190200E+01   0.4334294279920056E+00  0  0  0  0  0  0  0  0
   20   0.1518975368269692E-05   0.3329608496168708E+01   0.6831187836279569E-02  0  0  0  0  0  0  0  0
   21   0.1151714556320695E-05   0.2625783233864042E-01   0.4355294797510108E+00  0  0  0  0  0  0  0  0
   22   0.8830894877995539E-06   0.5372467623946739E+01  -0.6398973602335890E+00  0  0  0  0  0  0  0  0
