7 3 195
   0.1030661479148230E+00   0.3382691062696734E+01  -0.8924811235147779E-03
   0.2448184191185018E-01   0.2860542679094136E+01   0.2464623139167320E-04
  -0.2500610695618523E-02   0.5186368315238534E+01   0.8918058831584894E-02
  -0.1653120911968409E-02   0.1579013810154933E+01  -0.1070302107861445E-01
  -0.1121964769453605E-02   0.4761717868648896E+01   0.9784128390361700E-01
   0.7518101576911162E-03   0.2003664256744571E+01  -0.9962624615064656E-01
   0.2580134073493171E-03   0.3807341509286372E+01  -0.8981570619554689E-01
  -0.1702244907149874E-03   0.1999870042027707E+00  -0.1094367861057462E+00
  -0.1630491456609473E-03   0.2822098140111162E+00   0.1076518238587167E+00
   0.1502092233208532E-03   0.2958040616107096E+01   0.8803074394851733E-01
   0.1080722389283692E-03   0.4664219931635937E+01   0.9835186186491344E-02
   0.8563197359093362E-04   0.3904839446299331E+01  -0.1809608478421229E-02
  -0.7641879996400636E-04   0.5708516698841132E+01   0.8000931476678443E-02
   0.6410167941575658E-04   0.4025644203338189E+01  -0.1006097173943266E-02
  -0.6379700394998453E-04   0.2739737922055278E+01  -0.7788650730862894E-03
  -0.3738690787954837E-04   0.7068602606007541E+00   0.1872859878668457E-01
   0.3177451875567787E-04   0.4239569485046299E+01   0.9875841125852346E-01
   0.3067833613233151E-04   0.2101162193757531E+01  -0.1162014843352090E-01
   0.2732958451060629E-04   0.4346330094694096E+01   0.6652490226578010E-03
   0.2559468055750869E-04   0.5611018761828172E+01  -0.8000516624044722E-01
   0.2024562165367701E-04   0.1154363363565295E+01   0.7822020399341766E-01
  -0.2019380769983444E-04   0.1105388645792460E+01  -0.9814608072250240E-03
   0.2008621003222866E-04   0.5659993479601007E+01  -0.8035014398045319E-03
  -0.1811127409136190E-04   0.6058521864792713E+01  -0.2051356103371412E-01
   0.1235958412008419E-04   0.1056865426552336E+01  -0.9785893723707998E-02
   0.1166603449799361E-04   0.2510537513142555E+01   0.2853913874178424E-01
   0.1086995985899863E-04   0.4254844612250913E+01  -0.3032410098881379E-01
  -0.1043068210990957E-04   0.3285193125683774E+01  -0.8889857884064044E-01
   0.8240909734627314E-05   0.1976131306288398E-01  -0.9171174902330204E-03
  -0.8205019885615929E-05   0.4624355051510043E+00  -0.8678447567965355E-03
   0.7999837192197997E-05   0.1481515873141974E+01  -0.9870911879574012E-01
   0.7964077512935541E-05   0.2085887066552917E+01   0.1174623638138164E+00
   0.7236960740797404E-05   0.6043246737588099E+01   0.1085689512136231E+00
   0.7270826776415052E-05   0.2419052030699373E+01  -0.2450211269687357E-02
   0.6716695065274547E-05   0.4329489892888969E+01  -0.9073283355045334E-01
   0.6736625416531154E-05   0.4868478478296693E+01  -0.2518783322486501E-03
   0.5204438871550596E-05   0.4679495058840550E+01  -0.1192473260608459E+00
  -0.5207388474970705E-05   0.3703376954052640E+01   0.7788650730862894E-03
   0.5046334690770730E-05   0.9360606695134774E+00  -0.1058940502818596E-01
  -0.5035619025711394E-05   0.2221966950796389E+01  -0.1081663712904294E-01
  -0.4835154150013290E-05   0.8043581976137135E+00   0.1067346965038102E+00
  -0.4611548111165785E-05   0.4543415174597078E+01   0.9031674882013382E-02
   0.4448389546383381E-05   0.5829321455879990E+01   0.8804442781156406E-02
  -0.4153052701221075E-05   0.4222729283241172E+01   0.7360328685412315E-02
  -0.3876996622725754E-05   0.5633871418203075E+01   0.6840966403831800E-01
   0.3608611557983843E-05   0.7221353878053680E+00  -0.1103539134606527E+00
  -0.3113267226101596E-05   0.1131510707190392E+01  -0.7019462628534756E-01
  -0.2683799905115401E-05   0.3480188999709693E+01   0.8711361659361089E-01
   0.2540204369555767E-05   0.3889564319094716E+01   0.1272729037689160E+00
  -0.2530442498805404E-05   0.5283866252251494E+01   0.9692415654871056E-01
   0.2471798836623408E-05   0.1847118769981568E+00   0.1964572614159102E-01
  -0.2393809826972641E-05   0.1229008644203352E+01   0.1781147143177812E-01
   0.2322013871583706E-05   0.2875817806298750E+01  -0.1290578660159456E+00
  -0.2252919673323646E-05   0.4142071548033339E+01   0.1075231354139779E-01
  -0.2040203000028772E-05   0.5088870378225574E+01  -0.7908803888554077E-01
   0.1978250600690922E-05   0.6150007347235896E+01   0.1047578897775747E-01
  -0.1817067803131338E-05   0.3062005171340829E+01  -0.2563827320115845E-02
  -0.1760241959810971E-05   0.4426987829901929E+01  -0.2726735833327680E-02
   0.1708248552006820E-05   0.5584896700430240E+01  -0.1079200076232469E-01
  -0.1707373996050395E-05   0.3856316227059207E+01  -0.1061404139490420E-01
   0.1638819397704571E-05   0.1180485424963227E+01   0.9007038515295140E-02
  -0.1549153538011889E-05   0.5536373481190116E+01  -0.1959643367880767E-01
  -0.1594635824936384E-05   0.2909065898334261E+01   0.8829079147874648E-02
   0.1506189225615625E-05   0.3404472044187888E+00   0.7542287063680470E-03
   0.1387762233686380E-05   0.3503495819735592E+01  -0.8896981903681528E-04
  -0.1337929891212176E-05   0.2542652842152295E+01  -0.9145290932441870E-02
   0.1284796105929756E-05   0.6133167145430770E+01  -0.8092229359535366E-01
   0.1274183971113668E-05   0.5347170429497385E+00  -0.8868766368801548E-02
  -0.1082213439029503E-05   0.1988389129539956E+01   0.2945626609669069E-01
  -0.1083761451668346E-05   0.1676511747167893E+01   0.7730307663851121E-01
   0.1074660210279234E-05   0.2974849412157301E+00  -0.2143068838862057E-01
  -0.1060143973086585E-05   0.4225525337655237E+01  -0.1382622818201617E-03
  -0.1050457836219505E-05   0.1896903647096775E+01  -0.1533083914780906E-02
   0.1016870649805557E-05   0.2525812640347169E+01  -0.1005433735055530E+00
   0.9272030248231280E-06   0.4865682423882628E+01   0.7246712634983826E-02
   0.8522968078631408E-06   0.3032685896745151E+01   0.2762201138687778E-01
  -0.7513552848257232E-06   0.4776992995853510E+01  -0.3124122834372025E-01
  -0.7452690477984808E-06   0.2935187959732193E+01  -0.6038408633024787E-01
  -0.6901926058355343E-06   0.2435892232504499E+01   0.8894787130342378E-01
   0.3778282825702326E-03   0.6246374507924086E+00  -0.1983600111777784E+00
  -0.3775434250722031E-03   0.6140744674601058E+01   0.1965750489307488E+00
  -0.3597821116452316E-03   0.2615612979325803E+01   0.3940425789850124E+00
  -0.2927952161795262E-03   0.1236586173373641E+01   0.2953088139578806E+00
   0.2216814079711899E-03   0.5528795952019826E+01  -0.2970937762049101E+00
   0.1403880753848180E-03   0.4149769146067664E+01  -0.3958275412320419E+00
