5 3 21 5
    1   0.9712611923476502E-03   0.2687921917028628E+01   0.8933864296234374E-02  0  0  0  0  0  0  0  0
    2   0.1671852669066537E-03   0.5358703148577743E-01   0.1755492171961483E+00  0  0  0  0  0  0  0  0
    3   0.7641483476943351E-05   0.1733182516415079E+01   0.5374256741709729E+00  0 -1  0  2  0  0  0  0
    4   0.6496268041362011E-05   0.6195159743999218E+00  -0.8933864296234374E-02  0  0  0  0  0  0  0  0
    5   0.2256764766375221E-05   0.3428726874313563E+00   0.4176643758594916E+00  0  0  0  0  0  0  0  0
    6   0.3116043009304567E-03   0.6221338739275052E+01   0.5080093201728285E+03  0  0  0  0  1  0  0  0
    7   0.1108384911297719E-03   0.3652245876718619E+01  -0.2201612256016901E+03  0  0  0  0 -1  2  0  0
    8   0.3382899984196108E-04   0.5907058448821680E+01  -0.7624611218041713E+02  0  0  0  0 -1  3  0  0
    9   0.3248040932920730E-04   0.1795199654407042E+01   0.1439240472855692E+03  0  0  0  0  0  1  0  0
   10   0.2241664081352878E-04   0.2367699445440403E+01  -0.5842464984889493E+03  0  0  0  0 -2  3  0  0
   11   0.1308501254327346E-04   0.5250042823747033E+01  -0.1529937802006098E+03  0  0  0 -2  3  0  0  0
   12   0.6929884985440310E-05   0.1083153014162185E+01  -0.9483317713762087E+03  0  0  0  0 -3  4  0  0
   13   0.6766246868422730E-05   0.4164894454716146E+01   0.1775077699861093E+03  0  0  0 -1  2  0  0  0
   14   0.5779542899092500E-05   0.2507246294651899E+01   0.1236179865947347E+04  0  0  0  0  3 -2  0  0
   15   0.4424102595490495E-05   0.4622512017543462E+01  -0.4403313850676764E+03  0  0  0  0 -2  4  0  0
   16   0.3851717115480820E-05   0.1994597716654372E+01   0.8385108703595477E+03  0  0  0  1  0  0  0  0
   17   0.3467317924478190E-05   0.3193598539188126E+01  -0.4834953303873287E+03  0  0  0 -3  4  0  0  0
   18   0.2778461053446649E-05   0.5020278361984143E+01   0.6766900124085585E+02  0  0  0  0 -1  4  0  0
   19   0.2492530233817800E-05   0.3791792725930115E+01   0.1600265138834606E+04  0  0  0  0  4 -3  0  0
   20   0.2427569664020370E-05   0.6081791890063556E+01  -0.1312417044263468E+04  0  0  0  0 -4  5  0  0
   21   0.2224849328232030E-05   0.5239109003991030E+01   0.1215663929056177E+04  0  0  1  0  0  0  0  0
